1479775639.36 -3.0766618567364623, 4.152358427390216, 0.8666572669472458, 1.000819133445086, 1.877364517782714, 0.8213260707153803 0.356297817435 -0.256483700747 0.188915797907 0.495085820987 -0.51834592458 0.4847921719420.501182683612 0.0850000008941-0.7444851994514465, -11.830840110778809, 0.663530707359314, -0.4552977383136749, 0.8993797898292542, 0.0873284786939621
1479775639.38 -3.0766618567364623, 4.152358427390216, 0.8666572669472458, 1.000819133445086, 1.877364517782714, 0.8213260707153803 0.356297817435 -0.256483700747 0.188915797907 0.495085820987 -0.51834592458 0.4847921719420.501182683612 0.0850000008941-0.7411002516746521, -11.853511810302734, 0.6666196584701538, -0.4615015387535095, 0.9032725691795349, 0.06752165406942368
1479775639.42 -3.0766618567364623, 4.152358427390216, 0.8666572669472458, 1.000819133445086, 1.877364517782714, 0.8213260707153803 0.356297817435 -0.256483700747 0.188915797907 0.495085820987 -0.51834592458 0.4847921719420.501182683612 0.0850000008941-0.7286173105239868, -11.820554733276367, 0.6585810780525208, -0.4548662304878235, 0.8995763063430786, 0.07291049510240555
1479775639.45 -3.0766618567364623, 4.152358427390216, 0.8666572669472458, 1.000819133445086, 1.877364517782714, 0.8213260707153803 0.356297817435 -0.256483700747 0.188915797907 0.495085820987 -0.51834592458 0.4847921719420.501182683612 0.0850000008941-0.7493913173675537, -11.872064590454102, 0.6924693584442139, -0.4655527174472809, 0.9005900621414185, 0.07335255295038223
1479775639.48 -3.0766618567364623, 4.152358427390216, 0.8666572669472458, 1.000819133445086, 1.877364517782714, 0.8213260707153803 0.356297817435 -0.256483700747 0.188915797907 0.495085820987 -0.51834592458 0.4847921719420.501182683612 0.0850000008941-0.7477858066558838, -11.856155395507812, 0.6461981534957886, -0.47510552406311035, 0.8921458721160889, 0.08036711066961288
1479775639.52 -3.0766618567364623, 4.152358427390216, 0.8666572669472458, 1.000819133445086, 1.877364517782714, 0.8213260707153803 0.356297817435 -0.256483700747 0.188915797907 0.495085820987 -0.51834592458 0.4847921719420.501182683612 0.0850000008941-0.7269002795219421, -11.832447052001953, 0.6760343909263611, -0.47796475887298584, 0.893768846988678, 0.09335747361183167
1479775639.55 -3.0766618567364623, 4.152358427390216, 0.8666572669472458, 1.000819133445086, 1.877364517782714, 0.8213260707153803 0.356297817435 -0.256483700747 0.188915797907 0.495085820987 -0.51834592458 0.4847921719420.501182683612 0.0850000008941-0.740571916103363, -11.826549530029297, 0.645416259765625, -0.4640277922153473, 0.8987865447998047, 0.07644698768854141
1479775639.58 -3.0766618567364623, 4.152358427390216, 0.8666572669472458, 1.000819133445086, 1.877364517782714, 0.8213260707153803 0.356297817435 -0.256483700747 0.188915797907 0.495085820987 -0.51834592458 0.4847921719420.501182683612 0.0850000008941-0.738349974155426, -11.86507797241211, 0.6401787996292114, -0.4640296995639801, 0.8879250884056091, 0.07514770328998566
1479775639.62 -3.0766618567364623, 4.152358427390216, 0.8666572669472458, 1.000819133445086, 1.877364517782714, 0.8213260707153803 0.356297817435 -0.256483700747 0.188915797907 0.495085820987 -0.51834592458 0.4847921719420.501182683612 0.0850000008941-0.7455356121063232, -11.859540939331055, 0.6540336608886719, -0.46066638827323914, 0.9006226658821106, 0.09090636670589447
1479775639.65 -3.0766618567364623, 4.152358427390216, 0.8666572669472458, 1.000819133445086, 1.877364517782714, 0.8213260707153803 0.356297817435 -0.256483700747 0.188915797907 0.495085820987 -0.51834592458 0.4847921719420.501182683612 0.0850000008941-0.7410500049591064, -11.890419006347656, 0.6643767356872559, -0.4668900966644287, 0.9024673104286194, 0.08885809034109116
