1480716388.73 -3.1374735423317675, 4.132617213177785, 1.2388591295790934, 0.9566336291141724, 1.8646935967902805, 1.1396481231742626 0.470022270177 -0.237467347811 0.223557524587 -0.482285543129 0.534675170886 -0.507424976392-0.473331817925 0.0850000008941-0.9556597471237183, -13.649664878845215, 3.5685875415802, 0.34013983607292175, 1.0657751560211182, 0.049584221094846725
1480716388.75 -3.1374735423317675, 4.132617213177785, 1.2388591295790934, 0.9566336291141724, 1.8646935967902805, 1.1396481231742626 0.470022270177 -0.237467347811 0.223557524587 -0.482285543129 0.534675170886 -0.507424976392-0.473331817925 0.0850000008941-0.998158872127533, -13.61192798614502, 3.5851147174835205, 0.35165008902549744, 1.0939393043518066, 0.048534221947193146
1480716388.79 -3.1374735423317675, 4.132617213177785, 1.2388591295790934, 0.9566336291141724, 1.8646935967902805, 1.1396481231742626 0.470022270177 -0.237467347811 0.223557524587 -0.482285543129 0.534675170886 -0.507424976392-0.473331817925 0.0850000008941-0.9889240860939026, -13.578470230102539, 3.5957818031311035, 0.3414621353149414, 1.051349401473999, 0.0376550517976284
1480716388.83 -3.1374735423317675, 4.132617213177785, 1.2388591295790934, 0.9566336291141724, 1.8646935967902805, 1.1396481231742626 0.470022270177 -0.237467347811 0.223557524587 -0.482285543129 0.534675170886 -0.507424976392-0.473331817925 0.0850000008941-0.9777612090110779, -13.652024269104004, 3.564096212387085, 0.3508494794368744, 1.0640289783477783, 0.034918081015348434
1480716388.85 -3.1374735423317675, 4.132617213177785, 1.2388591295790934, 0.9566336291141724, 1.8646935967902805, 1.1396481231742626 0.470022270177 -0.237467347811 0.223557524587 -0.482285543129 0.534675170886 -0.507424976392-0.473331817925 0.0850000008941-0.9729142785072327, -13.596960067749023, 3.596548557281494, 0.3476189374923706, 1.081617832183838, 0.04258148744702339
1480716388.88 -3.1374735423317675, 4.132617213177785, 1.2388591295790934, 0.9566336291141724, 1.8646935967902805, 1.1396481231742626 0.470022270177 -0.237467347811 0.223557524587 -0.482285543129 0.534675170886 -0.507424976392-0.473331817925 0.0850000008941-1.0108388662338257, -13.622966766357422, 3.5543766021728516, 0.3581109642982483, 1.080635905265808, 0.026974141597747803
1480716388.92 -3.1374735423317675, 4.132617213177785, 1.2388591295790934, 0.9566336291141724, 1.8646935967902805, 1.1396481231742626 0.470022270177 -0.237467347811 0.223557524587 -0.482285543129 0.534675170886 -0.507424976392-0.473331817925 0.0850000008941-1.0224100351333618, -13.606250762939453, 3.579742908477783, 0.35090041160583496, 1.0683623552322388, 0.0378216877579689
1480716388.95 -3.1374735423317675, 4.132617213177785, 1.2388591295790934, 0.9566336291141724, 1.8646935967902805, 1.1396481231742626 0.470022270177 -0.237467347811 0.223557524587 -0.482285543129 0.534675170886 -0.507424976392-0.473331817925 0.0850000008941-0.9650072455406189, -13.61532211303711, 3.5891828536987305, 0.3393215537071228, 1.0781370401382446, 0.03782869502902031
1480716388.99 -3.1374735423317675, 4.132617213177785, 1.2388591295790934, 0.9566336291141724, 1.8646935967902805, 1.1396481231742626 0.470022270177 -0.237467347811 0.223557524587 -0.482285543129 0.534675170886 -0.507424976392-0.473331817925 0.0850000008941-0.9646557569503784, -13.631661415100098, 3.575845956802368, 0.35046592354774475, 1.0673152208328247, 0.039175570011138916
1480716389.02 -3.1374735423317675, 4.132617213177785, 1.2388591295790934, 0.9566336291141724, 1.8646935967902805, 1.1396481231742626 0.470022270177 -0.237467347811 0.223557524587 -0.482285543129 0.534675170886 -0.507424976392-0.473331817925 0.0850000008941-0.9925418496131897, -13.621129035949707, 3.5978026390075684, 0.34519028663635254, 1.083756923675537, 0.03852660953998566
